Gene_ID	Family
Gorai.004G274200	HB-other
Gorai.004G274100	bZIP
Gorai.004G271600	DBB
Gorai.004G270400	NAC
Gorai.004G270300	NAC
Gorai.004G270200	NAC
Gorai.004G269400	MYB
Gorai.004G268700	G2-like
Gorai.004G268500	NAC
Gorai.004G268400	NAC
Gorai.004G268300	MYB
Gorai.004G267300	NAC
Gorai.004G266000	Whirly
Gorai.004G263900	AP2/ERF
Gorai.004G261700	C3H
Gorai.004G260200	B3
Gorai.004G258200	NAC
Gorai.004G257000	HSF
Gorai.004G252700	Dof
Gorai.004G247000	WRKY
Gorai.004G246700	bZIP
Gorai.004G244800	G2-like
Gorai.004G243100	bHLH
Gorai.004G242200	NF-YC
Gorai.004G236400	TALE
Gorai.004G234100	LBD
Gorai.004G233600	GRAS
Gorai.004G233300	G2-like
Gorai.004G231100	MYB
Gorai.004G230100	GATA
Gorai.004G229700	M-type_MADS
Gorai.004G229600	M-type_MADS
Gorai.004G229400	HD-ZIP
Gorai.004G227800	EIL
Gorai.004G227400	FAR1
Gorai.004G227000	NAC
Gorai.004G221600	GRAS
Gorai.004G221300	NAC
Gorai.004G220800	ERF
Gorai.004G220000	LBD
Gorai.004G219900	LBD
Gorai.004G219400	WRKY
Gorai.004G219300	WRKY
Gorai.004G218900	bHLH
Gorai.004G218300	bZIP
Gorai.004G215900	bHLH
Gorai.004G212900	bHLH
Gorai.004G212200	bHLH
Gorai.004G209900	NF-YC
Gorai.004G208800	HSF
Gorai.004G208000	ERF
Gorai.004G206900	TCP
Gorai.004G206600	TALE
Gorai.004G204600	GRF
Gorai.004G201900	MYB
Gorai.004G201100	NAC
Gorai.004G200600	GRAS
Gorai.004G199500	WRKY
Gorai.004G198300	C2H2
Gorai.004G198100	Nin-like
Gorai.004G196800	MYB
Gorai.004G196700	ERF
Gorai.004G196500	MYB_related
Gorai.004G195900	HD-ZIP
Gorai.004G195300	ERF
Gorai.004G195200	ERF
Gorai.004G195100	ERF
Gorai.004G195000	ERF
Gorai.004G193200	GATA
Gorai.004G188300	ARR-B
Gorai.004G186700	NAC
Gorai.004G186300	LSD
Gorai.004G185800	C2H2
Gorai.004G184800	bHLH
Gorai.004G183700	MYB
Gorai.004G183600	MYB
Gorai.004G183500	MYB
Gorai.004G182500	G2-like
Gorai.004G181900	bZIP
Gorai.004G181000	BBR-BPC
Gorai.004G180000	G2-like
Gorai.004G174900	Trihelix
Gorai.004G173300	C3H
Gorai.004G172700	MYB
Gorai.004G172100	NF-YA
Gorai.004G169000	MIKC_MADS
Gorai.004G167100	Trihelix
Gorai.004G166800	WRKY
Gorai.004G165800	ERF
Gorai.004G165700	ERF
Gorai.004G165400	MYB
Gorai.004G165300	ERF
Gorai.004G164700	GATA
Gorai.004G164000	C2H2
Gorai.004G161100	LBD
Gorai.004G160100	WRKY
Gorai.004G159700	MYB_related
Gorai.004G158600	BES1
Gorai.004G157600	MYB
Gorai.004G155700	MIKC_MADS
Gorai.004G155100	WRKY
Gorai.004G153100	bZIP
Gorai.004G152900	FAR1
Gorai.004G152400	bHLH
Gorai.004G151300	LBD
Gorai.004G151000	MYB
Gorai.004G150800	MYB
Gorai.004G149500	bHLH
Gorai.004G149000	NAC
Gorai.004G147600	MYB
Gorai.004G146000	MYB
Gorai.004G145800	MYB
Gorai.004G145300	MYB_related
Gorai.004G144900	WRKY
Gorai.004G142800	ERF
Gorai.004G141600	NF-YB
Gorai.004G140600	CO-like
Gorai.004G139300	TALE
Gorai.004G138300	MYB
Gorai.004G135700	ERF
Gorai.004G134600	WRKY
Gorai.004G133800	ERF
Gorai.004G132000	M-type_MADS
Gorai.004G131700	Nin-like
Gorai.004G130900	MYB
Gorai.004G130500	bHLH
Gorai.004G129600	bHLH
Gorai.004G129200	NAC
Gorai.004G128200	B3
Gorai.004G127900	ERF
Gorai.004G125900	NAC
Gorai.004G123500	HD-ZIP
Gorai.004G123100	HD-ZIP
Gorai.004G122800	Dof
Gorai.004G120700	HD-ZIP
Gorai.004G118900	MYB_related
Gorai.004G117900	C2H2
Gorai.004G114000	E2F/DP
Gorai.004G113700	HD-ZIP
Gorai.004G113000	CO-like
Gorai.004G102000	CO-like
Gorai.004G100800	C2H2
Gorai.004G099100	AP2
Gorai.004G097700	bZIP
Gorai.004G088400	C2H2
Gorai.004G088100	HB-other
Gorai.004G086700	C3H
Gorai.004G085400	ARF
Gorai.004G076900	HSF
Gorai.004G076800	C2H2
Gorai.004G075400	bZIP
Gorai.004G075200	bHLH
Gorai.004G075100	CAMTA
Gorai.004G073500	C2H2
Gorai.004G073400	LBD
Gorai.004G073300	LBD
Gorai.004G073200	LBD
Gorai.004G070800	ERF
Gorai.004G070700	ERF
Gorai.004G070600	ERF
Gorai.004G070500	ERF
Gorai.004G069500	WRKY
Gorai.004G066000	NF-YA
Gorai.004G065400	C2H2
Gorai.004G064400	bHLH
Gorai.004G064100	MYB
Gorai.004G063800	bZIP
Gorai.004G063200	GRAS
Gorai.004G061000	DBB or CO-like
Gorai.004G057100	ERF
Gorai.004G057000	ERF
Gorai.004G054700	M-type_MADS
Gorai.004G053200	C3H
Gorai.004G051600	ERF
Gorai.004G050400	bZIP
Gorai.004G048200	NAC
Gorai.004G047200	SBP
Gorai.004G044000	MYB
Gorai.004G039900	C2H2
Gorai.004G038300	WOX
Gorai.004G037500	C3H
Gorai.004G037300	MYB
Gorai.004G037000	C2H2
Gorai.004G036900	C3H
Gorai.004G035800	bHLH
Gorai.004G035300	EIL
Gorai.004G034900	GRAS
Gorai.004G034600	WRKY
Gorai.004G033600	NF-YB
Gorai.004G033200	WRKY
Gorai.004G032500	ERF
Gorai.004G031300	C2H2
Gorai.004G030300	CO-like
Gorai.004G029000	MYB
Gorai.004G023900	LBD
Gorai.004G023100	G2-like
Gorai.004G018300	RAV
Gorai.004G014800	SRS
Gorai.004G014700	HB-other
Gorai.004G014300	C2H2
Gorai.004G012800	LBD
Gorai.004G012700	Dof
Gorai.004G007300	C3H
Gorai.004G005200	GRAS
Gorai.004G004800	Dof
Gorai.004G002100	AP2
Gorai.003G185700	bZIP
Gorai.003G185000	HD-ZIP
Gorai.003G184900	HD-ZIP
Gorai.003G183900	HSF
Gorai.003G183700	MYB
Gorai.003G182100	bHLH
Gorai.003G180600	NAC
Gorai.003G180100	ARR-B
Gorai.003G177500	GATA
Gorai.003G176200	ERF
Gorai.003G175300	MYB_related
Gorai.003G175100	ERF
Gorai.003G170700	GRAS
Gorai.003G169000	NAC
Gorai.003G168100	MYB
Gorai.003G163900	MIKC_MADS
Gorai.003G163800	TALE
Gorai.003G162700	ERF
Gorai.003G162600	ERF
Gorai.003G162400	GRAS
Gorai.003G160600	HSF
Gorai.003G160500	MYB
Gorai.003G156000	TALE
Gorai.003G155400	MYB
Gorai.003G152700	B3
Gorai.003G151800	LBD
Gorai.003G150700	WRKY
Gorai.003G149600	LBD
Gorai.003G143600	TALE
Gorai.003G142600	GATA
Gorai.003G142500	ARF
Gorai.003G142200	HD-ZIP
Gorai.003G140600	EIL
Gorai.003G140100	FAR1
Gorai.003G139800	AP2
Gorai.003G138900	WOX
Gorai.003G136400	MYB
Gorai.003G136200	C2H2
Gorai.003G133200	Dof
Gorai.003G130700	MYB_related
Gorai.003G130600	GRAS
Gorai.003G130500	GRAS
Gorai.003G130400	GRAS
Gorai.003G129100	G2-like
Gorai.003G121600	Nin-like
Gorai.003G119600	Trihelix
Gorai.003G116300	bHLH
Gorai.003G114100	NAC
Gorai.003G112700	MYB
Gorai.003G112200	ERF
Gorai.003G105500	M-type_MADS
Gorai.003G104600	CO-like
Gorai.003G103100	Dof
Gorai.003G103000	MIKC_MADS
Gorai.003G102800	SBP
Gorai.003G100400	C2H2
Gorai.003G099900	C2H2
Gorai.003G099700	ERF
Gorai.003G099500	bHLH
Gorai.003G097900	MYB
Gorai.003G096100	FAR1
Gorai.003G095400	bHLH
Gorai.003G094500	HD-ZIP
Gorai.003G093600	C3H
Gorai.003G093300	NF-YA
Gorai.003G091700	HSF
Gorai.003G091500	AP2
Gorai.003G090800	MIKC_MADS
Gorai.003G089200	C2H2
Gorai.003G085500	WRKY
Gorai.003G082200	ERF
Gorai.003G078000	ARF
Gorai.003G077700	NAC
Gorai.003G076400	Dof
Gorai.003G076000	bHLH
Gorai.003G074300	Nin-like
Gorai.003G073600	B3
Gorai.003G073300	NAC
Gorai.003G072300	Trihelix
Gorai.003G071500	MYB_related
Gorai.003G070700	LBD
Gorai.003G068000	C3H
Gorai.003G063900	Nin-like
Gorai.003G063500	ERF
Gorai.003G062900	GATA
Gorai.003G060900	bHLH
Gorai.003G058900	LBD
Gorai.003G057700	GRF
Gorai.003G054100	MYB
Gorai.003G053300	HSF
Gorai.003G049800	M-type_MADS
Gorai.003G048800	ERF
Gorai.003G048100	WRKY
Gorai.003G047800	WRKY
Gorai.003G046600	NF-YB
Gorai.003G043500	EIL
Gorai.003G042700	ZF-HD
Gorai.003G041800	bHLH
Gorai.003G041500	HD-ZIP
Gorai.003G039500	MYB
Gorai.003G039400	bHLH
Gorai.003G038200	ERF
Gorai.003G037100	AP2
Gorai.003G036800	Dof
Gorai.003G035900	bHLH
Gorai.003G035400	HD-ZIP
Gorai.003G034700	bHLH
Gorai.003G034600	bHLH
Gorai.003G033400	HD-ZIP
Gorai.003G032300	GRF
Gorai.003G032100	bZIP
Gorai.003G030800	MYB_related
Gorai.003G030400	GRAS
Gorai.003G026600	WRKY
Gorai.003G026100	ERF
Gorai.003G025900	AP2
Gorai.003G025300	bHLH
Gorai.003G023500	HSF
Gorai.003G023300	HB-other
Gorai.003G023200	ERF
Gorai.003G022700	B3
Gorai.003G021300	G2-like
Gorai.003G021100	MYB
Gorai.003G021000	Dof
Gorai.003G020800	B3
Gorai.003G020700	B3
Gorai.003G020600	B3
Gorai.003G020500	B3
Gorai.003G020400	B3
Gorai.003G020300	B3
Gorai.003G020200	B3
Gorai.003G020100	B3
Gorai.003G020000	B3
Gorai.003G018100	TALE
Gorai.003G016600	HD-ZIP
Gorai.003G016500	GRAS
Gorai.003G016300	C2H2
Gorai.003G016200	C2H2
Gorai.003G015400	GRAS
Gorai.003G014300	GATA
Gorai.003G014100	ZF-HD
Gorai.003G011800	SRS
Gorai.003G011500	MIKC_MADS
Gorai.003G011400	C3H
Gorai.003G011200	DBB
Gorai.003G010700	NAC
Gorai.003G009400	bHLH
Gorai.003G007000	bZIP
Gorai.003G003900	NAC
Gorai.003G003200	SBP
Gorai.003G002500	Nin-like
Gorai.003G002200	WOX
Gorai.002G265400	G2-like
Gorai.002G265300	bZIP
Gorai.002G262900	Trihelix
Gorai.002G261600	MYB
Gorai.002G256500	C2H2
Gorai.002G255800	TALE
Gorai.002G251700	C3H
Gorai.002G251500	AP2
Gorai.002G250600	NF-YB
Gorai.002G249300	S1Fa-like
Gorai.002G247800	MYB_related
Gorai.002G247000	E2F/DP
Gorai.002G246700	MYB
Gorai.002G245800	C2H2
Gorai.002G244200	HD-ZIP
Gorai.002G244000	HD-ZIP
Gorai.002G243900	Trihelix
Gorai.002G242000	Trihelix
Gorai.002G241800	ERF
Gorai.002G241700	ERF
Gorai.002G240500	bZIP
Gorai.002G238300	NAC
Gorai.002G237900	B3
Gorai.002G234900	TALE
Gorai.002G234700	Dof
Gorai.002G234400	NF-YA
Gorai.002G234300	B3
Gorai.002G231500	Trihelix
Gorai.002G231400	Trihelix
Gorai.002G230800	G2-like
Gorai.002G230400	C2H2
Gorai.002G229100	bHLH
Gorai.002G228900	bHLH
Gorai.002G228200	bZIP
Gorai.002G225400	G2-like
Gorai.002G224900	C3H
Gorai.002G223900	HD-ZIP
Gorai.002G223400	C2H2
Gorai.002G223300	C2H2
Gorai.002G223100	MIKC_MADS
Gorai.002G220900	ERF
Gorai.002G219800	bZIP
Gorai.002G218600	MYB
Gorai.002G218400	CO-like
Gorai.002G217800	LBD
Gorai.002G215500	B3
Gorai.002G215000	TCP
Gorai.002G214700	C2H2
Gorai.002G213500	M-type_MADS
Gorai.002G211500	bHLH
Gorai.002G208900	GATA
Gorai.002G207600	WRKY
Gorai.002G207000	bZIP
Gorai.002G206700	Nin-like
Gorai.002G206600	C2H2
Gorai.002G197800	bZIP
Gorai.002G196700	MYB
Gorai.002G190600	Trihelix
Gorai.002G187500	ERF
Gorai.002G185900	YABBY
Gorai.002G182700	SBP
Gorai.002G181700	SBP
Gorai.002G181600	WRKY
Gorai.002G180300	MYB
Gorai.002G178800	HD-ZIP
Gorai.002G178400	WOX
Gorai.002G177000	GRAS
Gorai.002G171200	BBR-BPC
Gorai.002G171100	C2H2
Gorai.002G169300	G2-like
Gorai.002G169100	C2H2
Gorai.002G169000	Trihelix
Gorai.002G167900	C3H
Gorai.002G163900	FAR1
Gorai.002G159600	Trihelix
Gorai.002G159400	ERF
Gorai.002G157200	E2F/DP
Gorai.002G156700	SBP
Gorai.002G155800	HD-ZIP
Gorai.002G152600	C2H2
Gorai.002G152400	C3H
Gorai.002G152300	C3H
Gorai.002G151800	NF-YA
Gorai.002G142700	MIKC_MADS
Gorai.002G139000	MYB_related
Gorai.002G138300	GATA
Gorai.002G137900	bHLH
Gorai.002G137300	HD-ZIP
Gorai.002G135900	bZIP
Gorai.002G135200	HSF
Gorai.002G135000	bHLH
Gorai.002G134800	WOX
Gorai.002G134600	ERF
Gorai.002G132600	C2H2
Gorai.002G131600	B3
Gorai.002G130300	B3
Gorai.002G127500	ZF-HD
Gorai.002G127300	MYB_related
Gorai.002G126500	bZIP
Gorai.002G125600	SRS
Gorai.002G124900	BBR-BPC
Gorai.002G124400	ARF
Gorai.002G123600	C2H2
Gorai.002G122200	bZIP
Gorai.002G116400	bHLH
Gorai.002G115800	Nin-like
Gorai.002G113300	NAC
Gorai.002G112200	SBP
Gorai.002G111200	NAC
Gorai.002G110200	NF-YC
Gorai.002G110100	GRAS
Gorai.002G107000	bHLH
Gorai.002G106300	MYB
Gorai.002G104500	LBD
Gorai.002G099900	NF-YB
Gorai.002G096300	GRAS
Gorai.002G096200	WRKY
Gorai.002G092900	ERF
Gorai.002G091300	WRKY
Gorai.002G089900	MYB
Gorai.002G083400	MYB_related
Gorai.002G081900	bHLH
Gorai.002G080600	GRAS
Gorai.002G079200	bHLH
Gorai.002G077500	NZZ/SPL
Gorai.002G077200	MYB
Gorai.002G075900	B3
Gorai.002G073800	NAC
Gorai.002G073700	NAC
Gorai.002G068300	SBP
Gorai.002G067600	ERF
Gorai.002G067300	NAC
Gorai.002G067100	HD-ZIP
Gorai.002G065900	HB-other
Gorai.002G064900	bZIP
Gorai.002G064500	TCP
Gorai.002G061900	B3
Gorai.002G054200	YABBY
Gorai.002G052400	BES1
Gorai.002G047200	DBB
Gorai.002G042500	bZIP
Gorai.002G037800	GeBP
Gorai.002G036700	NAC
Gorai.002G033100	NAC
Gorai.002G029400	GATA
Gorai.002G029200	ARR-B
Gorai.002G027000	C3H
Gorai.002G022300	CO-like
Gorai.002G021600	Trihelix
Gorai.002G020300	G2-like
Gorai.002G020100	C3H
Gorai.002G019700	NAC
Gorai.002G018000	ERF
Gorai.002G016800	MYB
Gorai.002G016500	bHLH
Gorai.002G009300	MYB
Gorai.002G008500	NAC
Gorai.002G007600	B3
Gorai.002G006500	B3
Gorai.002G005800	MYB_related
Gorai.002G004700	DBB
Gorai.002G004200	DBB
Gorai.002G003000	bZIP
Gorai.002G001900	NAC
Gorai.001G275600	bHLH
Gorai.001G274500	NAC
Gorai.001G273500	B3
Gorai.001G273300	TCP
Gorai.001G273100	WRKY
Gorai.001G271700	C2H2
Gorai.001G268000	MYB
Gorai.001G263600	MYB
Gorai.001G263200	MYB
Gorai.001G256900	AP2
Gorai.001G256300	HD-ZIP
Gorai.001G256200	bHLH
Gorai.001G254600	GRAS
Gorai.001G254300	NAC
Gorai.001G253100	ERF
Gorai.001G253000	ERF
Gorai.001G252900	ERF
Gorai.001G252800	ERF
Gorai.001G252700	ERF
Gorai.001G252600	ERF
Gorai.001G252400	ERF
Gorai.001G251700	LBD
Gorai.001G251600	LBD
Gorai.001G251300	C2H2
Gorai.001G251100	C2H2
Gorai.001G251000	bZIP
Gorai.001G250600	Dof
Gorai.001G249400	MYB
Gorai.001G243800	bZIP
Gorai.001G243700	BBR-BPC
Gorai.001G242500	bHLH
Gorai.001G241200	WRKY
Gorai.001G239100	ZF-HD
Gorai.001G239000	MYB
Gorai.001G234900	bHLH
Gorai.001G233700	Trihelix
Gorai.001G231400	NAC
Gorai.001G231300	ERF
Gorai.001G230000	bHLH
Gorai.001G227800	FAR1
Gorai.001G225500	G2-like
Gorai.001G223800	DBB or CO-like
Gorai.001G223600	bHLH
Gorai.001G222300	NF-YB
Gorai.001G221400	SAP
Gorai.001G214800	WRKY
Gorai.001G213700	FAR1
Gorai.001G210000	G2-like
Gorai.001G207600	GRAS
Gorai.001G207500	MYB
Gorai.001G207300	MIKC_MADS
Gorai.001G206600	G2-like
Gorai.001G205800	bZIP
Gorai.001G205300	MYB
Gorai.001G204500	ARF
Gorai.001G200400	TCP
Gorai.001G199200	WOX
Gorai.001G198600	C2H2
Gorai.001G197500	bHLH
Gorai.001G197300	G2-like
Gorai.001G196800	C2H2
Gorai.001G195600	C3H
Gorai.001G193500	bHLH
Gorai.001G192900	WRKY
Gorai.001G192800	GRAS
Gorai.001G192700	EIL
Gorai.001G191800	SAP
Gorai.001G190000	DBB or CO-like
Gorai.001G188300	ERF
Gorai.001G184300	B3
Gorai.001G183400	bHLH
Gorai.001G178800	NAC
Gorai.001G177100	MYB
Gorai.001G176800	ERF
Gorai.001G176700	ERF
Gorai.001G176600	ERF
Gorai.001G176500	ERF
Gorai.001G176000	SBP
Gorai.001G175500	C2H2
Gorai.001G175400	C2H2
Gorai.001G174800	YABBY
Gorai.001G172200	MIKC_MADS
Gorai.001G171000	HD-ZIP
Gorai.001G169700	MYB
Gorai.001G158700	G2-like
Gorai.001G156900	ERF
Gorai.001G155800	WRKY
Gorai.001G155700	MYB_related
Gorai.001G153900	ARF
Gorai.001G153300	Dof
Gorai.001G152200	HD-ZIP
Gorai.001G151700	bHLH
Gorai.001G150800	NAC
Gorai.001G150200	B3
Gorai.001G150000	NAC
Gorai.001G148500	MYB
Gorai.001G148300	bHLH
Gorai.001G147900	WRKY
Gorai.001G144200	bZIP
Gorai.001G143200	MYB
Gorai.001G142500	C2H2
Gorai.001G142000	ARR-B
Gorai.001G140000	AP2
Gorai.001G139700	Trihelix
Gorai.001G138800	MYB
Gorai.001G138300	C3H
Gorai.001G134800	HB-other
Gorai.001G134100	SRS
Gorai.001G133100	C2H2
Gorai.001G131300	NF-YC
Gorai.001G131000	C2H2
Gorai.001G129700	LBD
Gorai.001G129500	Dof
Gorai.001G127000	YABBY
Gorai.001G125400	TALE
Gorai.001G123900	E2F/DP
Gorai.001G122800	NAC
Gorai.001G122100	bZIP
Gorai.001G121700	C2H2
Gorai.001G119200	C3H
Gorai.001G117300	GeBP
Gorai.001G117100	C2H2
Gorai.001G116400	C3H
Gorai.001G115300	MYB
Gorai.001G115200	C2H2
Gorai.001G112700	C2H2
Gorai.001G112200	G2-like
Gorai.001G111600	GRAS
Gorai.001G111500	GRAS
Gorai.001G109300	Dof
Gorai.001G108900	WOX
Gorai.001G107900	MYB
Gorai.001G105100	ERF
Gorai.001G103300	bHLH
Gorai.001G100000	MYB_related
Gorai.001G099700	CO-like
Gorai.001G097100	C3H
Gorai.001G096900	C3H
Gorai.001G096700	ARR-B
Gorai.001G094300	WRKY
Gorai.001G091900	NAC
Gorai.001G090100	MYB
Gorai.001G090000	MIKC_MADS
Gorai.001G089800	G2-like
Gorai.001G089700	G2-like
Gorai.001G089400	GRAS
Gorai.001G087400	MYB
Gorai.001G087200	MYB
Gorai.001G086800	bHLH
Gorai.001G084100	C3H
Gorai.001G078500	bHLH
Gorai.001G076700	TCP
Gorai.001G075800	MIKC_MADS
Gorai.001G075000	MYB
Gorai.001G074900	bHLH
Gorai.001G074200	M-type_MADS
Gorai.001G073600	HD-ZIP
Gorai.001G072800	C3H
Gorai.001G072200	TCP
Gorai.001G070700	NAC
Gorai.001G069700	MYB_related
Gorai.001G068700	G2-like
Gorai.001G067000	Dof
Gorai.001G064900	ERF
Gorai.001G064700	NF-YB
Gorai.001G061900	C2H2
Gorai.001G061800	C3H
Gorai.001G061600	C2H2
Gorai.001G059600	Trihelix
Gorai.001G058500	NF-YC
Gorai.001G057700	SBP
Gorai.001G057600	WRKY
Gorai.001G054900	bHLH
Gorai.001G054600	ARF
Gorai.001G053900	LFY
Gorai.001G051300	ERF
Gorai.001G051200	ERF
Gorai.001G051100	ERF
Gorai.001G049800	ERF
Gorai.001G049300	C2H2
Gorai.001G049200	C2H2
Gorai.001G048200	NAC
Gorai.001G047400	Trihelix
Gorai.001G047300	bHLH
Gorai.001G044000	MYB
Gorai.001G042700	YABBY
Gorai.001G042300	ERF
Gorai.001G040700	C3H
Gorai.001G040300	B3
Gorai.001G039500	CO-like
Gorai.001G037800	WRKY
Gorai.001G037700	WRKY
Gorai.001G036700	C2H2
Gorai.001G036500	ERF
Gorai.001G035700	TALE
Gorai.001G033200	ERF
Gorai.001G032200	WRKY
Gorai.001G030600	ARR-B
Gorai.001G028200	MYB
Gorai.001G026800	HD-ZIP
Gorai.001G024400	C3H
Gorai.001G024300	MYB
Gorai.001G023100	TALE
Gorai.001G022100	LBD
Gorai.001G021500	WRKY
Gorai.001G020600	MYB
Gorai.001G020500	MYB
Gorai.001G020400	MYB
Gorai.001G020300	Trihelix
Gorai.001G019100	ERF
Gorai.001G017900	bHLH
Gorai.001G017000	ARF
Gorai.001G016800	ERF
Gorai.001G015200	MYB
Gorai.001G014200	NF-YA
Gorai.001G013000	MYB_related
Gorai.001G012700	HSF
Gorai.001G012400	bHLH
Gorai.001G010000	MYB
Gorai.001G009900	C3H
Gorai.001G008100	ERF
Gorai.001G007000	bHLH
Gorai.001G006500	CPP
Gorai.001G004200	Trihelix
Gorai.001G003200	S1Fa-like
Gorai.001G002800	G2-like
Gorai.001G002200	WRKY
Gorai.001G001500	C2H2
Gorai.001G000600	bZIP
